date,tv_ad_spend,radio_ad_spend,social_media_spend,discount_percent,is_holiday,day_of_week,month,competitor_price,sales_units
23-01-2024,743.18,83.66,1422.34,4.63,1,1,1,88.58,557
24-01-2024,1825.38,611.05,714.98,21.6,0,2,1,100.5,736
25-01-2024,281.21,103.9,475.92,17.46,0,3,1,121.86,0
26-01-2024,1884.57,494.1,293.6,6.03,0,4,1,105.28,396
27-01-2024,1707.46,617.06,1078.09,22.81,0,5,1,97.45,917
28-01-2024,411.51,319.4,1463.75,15.57,0,6,1,124.03,287
29-01-2024,307.68,58.2,139.68,19.6,0,0,1,100.87,81
30-01-2024,1702.47,496.39,1136.62,10.78,0,1,1,99.52,534
31-01-2024,480.36,793.43,1397.7,13.17,0,2,1,98.52,393
01-02-2024,1162.82,243.21,204.69,5.41,0,3,2,94.05,115
02-02-2024,1848.34,192.12,254.24,22.7,0,4,2,94.66,637
03-02-2024,1221.41,142.94,1068.74,4.71,0,5,2,110.95,314
04-02-2024,915.02,466.44,1007.15,23.35,0,6,2,81.84,864
05-02-2024,1001.03,497.33,196.36,23.94,0,0,2,110.68,371
06-02-2024,313.61,644.2,1268.19,22.4,0,1,2,89.05,533
07-02-2024,1943.75,614.8,832.79,0.58,0,2,2,97.29,509
08-02-2024,759.18,719.41,1370.08,8.19,0,3,2,86.59,437
09-02-2024,540.85,654.33,1329.19,14.05,1,4,2,104.87,695
10-02-2024,714.89,235.45,1237.51,17.87,0,5,2,112.82,533
11-02-2024,1935.87,466.91,822.26,27.58,0,6,2,95.96,1076
12-02-2024,369.71,273.06,452.39,11.27,0,0,2,87.35,140
13-02-2024,1761.15,297.34,808.37,26.25,0,1,2,90.19,921
14-02-2024,1474.12,748.96,241.14,4.9,1,2,2,116.82,369
15-02-2024,1694.03,561.42,1022.38,11.14,0,3,2,92.04,720
16-02-2024,1956.62,780.94,287.57,1.57,0,4,2,114.86,486
17-02-2024,1715.88,362.68,815.64,22.27,0,5,2,94.9,899
18-02-2024,1898.09,453.08,176.13,4.52,0,6,2,88.49,555
19-02-2024,428.48,415.34,519.32,7.71,0,0,2,112.73,8
20-02-2024,1632.42,130.47,424.91,23.26,0,1,2,101.08,708
21-02-2024,1182.22,227.53,968.04,16.04,0,2,2,81.41,681
22-02-2024,1178.29,445.73,1201.5,0.42,0,3,2,123.2,25
23-02-2024,1818.06,100.53,180.22,0.07,0,4,2,86.65,329
24-02-2024,1949.25,748.6,1290.4,15.32,0,5,2,95.9,1159
25-02-2024,1468.71,142.88,1305.07,9.15,0,6,2,97.32,681
26-02-2024,1069.29,198.49,579.18,5.41,0,0,2,102.02,104
27-02-2024,1021.53,623.99,1022.61,18.41,0,1,2,115.34,483
28-02-2024,895.41,122.7,663.66,6.85,0,2,2,80.27,228
29-02-2024,850.88,725.21,315.87,17.77,0,3,2,121.96,289
01-03-2024,904.71,594.28,840.13,11.38,0,4,3,109.07,289
02-03-2024,361.56,101.47,220.9,5.6,0,5,3,122.78,0
03-03-2024,339.38,568.89,1329.86,4.14,0,6,3,116.78,153
04-03-2024,1603.77,523.72,1394.01,7.11,0,0,3,121.75,464
05-03-2024,1002.93,618.01,1250.26,0.89,0,1,3,107.05,372
06-03-2024,1875.23,671.15,887.54,9.24,1,2,3,96.08,995
07-03-2024,1302,588.76,880.64,27.06,0,3,3,99.93,784
08-03-2024,263.32,489.63,1478.45,24.94,0,4,3,109.61,448
09-03-2024,483.54,291.85,447.06,11.16,0,5,3,99.21,146
10-03-2024,570.48,572.96,206.33,17.28,0,6,3,112.93,218
11-03-2024,1956.32,767.73,886.72,17.02,0,0,3,84.13,980
12-03-2024,593.67,490.64,560.3,24.86,0,1,3,117.35,406
13-03-2024,1128.36,548.26,551.27,7.09,0,2,3,89.19,368
14-03-2024,1885.12,377.85,109.92,8.89,0,3,3,122.48,383
15-03-2024,1958.95,617.09,934.74,9.05,0,4,3,87,756
16-03-2024,625.45,798.25,469.65,1.23,0,5,3,85.81,290
17-03-2024,288.41,170.29,363,9.44,0,6,3,116.53,0
18-03-2024,476.48,201.8,156.6,26.34,0,0,3,116.84,261
19-03-2024,313.99,454.58,610.11,27.36,0,1,3,113.24,462
20-03-2024,551.22,411.03,1330.56,3.29,0,2,3,123.22,0
21-03-2024,1223.43,478.68,571.34,13.74,0,3,3,92.17,499
22-03-2024,1842.41,86.81,1050.7,11.44,1,4,3,117.2,871
23-03-2024,1166.99,353.21,1159.17,14.68,0,5,3,95.84,629
24-03-2024,1326.78,487.23,559.34,16.64,0,6,3,104.18,657
25-03-2024,563.36,488.89,1250.3,0.61,0,0,3,100.05,246
26-03-2024,1641.05,543,1068.63,25.27,0,1,3,80.26,1059
27-03-2024,1312.02,590.16,882.94,29.21,0,2,3,105.85,846
28-03-2024,1755.45,531.16,101.39,19.6,0,3,3,113.64,635
29-03-2024,1907.92,642.68,149.13,19.81,0,4,3,87.85,906
30-03-2024,826.22,518.57,1487.21,15.84,0,5,3,121.92,543
31-03-2024,363.04,453.13,1195.2,10.03,0,6,3,103.87,324
01-04-2024,606.67,504.65,1412.59,4.47,1,0,4,88.02,627
02-04-2024,988.11,125.9,1363.22,17.52,0,1,4,109.07,575
03-04-2024,1902.25,254.87,128.62,1.35,0,2,4,88.64,323
04-04-2024,880.96,445.55,1208.59,24.74,0,3,4,82.86,812
05-04-2024,1587.39,704.74,731.6,12.63,0,4,4,110.84,571
06-04-2024,1172.86,559.29,1205.38,12.44,0,5,4,84.98,779
07-04-2024,529.06,117.81,109.4,9.82,1,6,4,84.78,543
08-04-2024,777.32,494.21,503.48,29.08,0,0,4,113.3,654
09-04-2024,1375.75,216.3,1151.85,5.25,0,1,4,82.48,565
10-04-2024,1411.14,600.51,1210.23,4.54,0,2,4,116.44,390
11-04-2024,982.57,670.58,967.6,4.97,0,3,4,115.83,313
12-04-2024,611.56,495.09,521.76,19.76,1,4,4,86.36,782
13-04-2024,1499.43,493.52,534.51,29.76,0,5,4,103.33,1008
14-04-2024,503.97,303.94,1453.47,7.06,0,6,4,84.35,531
15-04-2024,1886.01,384.69,714.9,27.17,0,0,4,108.47,858
16-04-2024,538.23,698.08,725.98,8.36,0,1,4,82.83,269
17-04-2024,393.16,592.49,873.27,19.44,0,2,4,122.5,170
18-04-2024,1095.77,439.82,673.3,1.21,0,3,4,89.35,201
19-04-2024,1135.19,326.17,873.74,14.87,0,4,4,110.73,455
20-04-2024,1114.75,87.78,705.27,19.64,0,5,4,85.77,644
21-04-2024,986,157.26,1257.4,16.09,0,6,4,89.43,793
22-04-2024,1990.67,194.77,1372.67,7.14,0,0,4,100.29,712
23-04-2024,1075.31,330.04,1404.95,24.85,0,1,4,105.79,735
24-04-2024,1060.3,758.11,890.01,29.1,0,2,4,124.95,603
25-04-2024,959.18,428.87,719.01,13.78,0,3,4,81.17,587
26-04-2024,320.29,226.13,1087.34,19.08,0,4,4,80.01,465
27-04-2024,1267.32,129.31,1273.65,23.71,0,5,4,95.77,846
28-04-2024,610.34,303.73,888.18,7.24,0,6,4,96.48,414
29-04-2024,1347.7,661.8,1079.97,25.93,0,0,4,119.77,759
30-04-2024,291.5,337.51,1149.62,8.41,0,1,4,121.07,42
01-05-2024,1966.5,629.38,1046.95,23.27,0,2,5,119.62,887
02-05-2024,1044.21,652.03,1144.59,3.36,0,3,5,86.44,475
03-05-2024,1814.16,133.12,392.1,8.65,0,4,5,98.54,478
04-05-2024,1056.01,506.49,797.72,16.01,0,5,5,113.56,478
05-05-2024,308.6,769.32,923.58,15.75,0,6,5,94.07,620
06-05-2024,1679.98,351.6,103.47,25.51,0,0,5,109.85,585
07-05-2024,1366.73,88.21,1298.35,29.88,0,1,5,90.67,1037
08-05-2024,1607.16,742.48,954.03,3.22,0,2,5,94.55,548
09-05-2024,970.71,712.75,280.79,8.14,0,3,5,118.72,178
10-05-2024,1348.29,441.61,1242.9,10.73,0,4,5,91.27,689
11-05-2024,1741.21,464.19,1103.88,14.37,0,5,5,123.39,753
12-05-2024,1335.92,208.81,1161.62,14.82,0,6,5,93.78,705
13-05-2024,825.81,664.59,648.86,25.69,0,0,5,81.06,801
14-05-2024,1392.55,423.95,1295.88,23.12,0,1,5,91.47,993
15-05-2024,1409.34,75.41,679.64,0.57,0,2,5,87.7,305
16-05-2024,1929.06,562.26,898.71,13.65,0,3,5,102.81,742
17-05-2024,867.64,762.87,100.9,18.54,1,4,5,85.07,746
18-05-2024,965.15,671.86,1002.82,13.81,0,5,5,108.17,550
19-05-2024,1661.82,257.9,1105.45,3.92,0,6,5,119.37,564
20-05-2024,1110.37,89.99,893.95,11.92,0,0,5,96.31,368
21-05-2024,1525.83,755.26,795.18,12.35,0,1,5,87.58,663
22-05-2024,1027.48,752.8,1233.91,5.63,0,2,5,98,556
23-05-2024,587.89,449.31,1053.92,22.69,0,3,5,115.37,461
24-05-2024,1541.37,531.74,489.3,9.64,0,4,5,106.62,546
25-05-2024,436.08,396.95,1442.7,17.67,0,5,5,84.55,668
26-05-2024,557.45,364.82,1090.17,15.47,0,6,5,104.17,476
27-05-2024,1328.28,139.59,1483.11,26.32,0,0,5,101.06,817
28-05-2024,1545.09,122.56,1459.77,3.66,0,1,5,94.72,554
29-05-2024,1810.44,224.55,1386.47,3.43,0,2,5,84.96,595
30-05-2024,690.66,677.48,1157.52,9.01,0,3,5,124.15,251
31-05-2024,399.3,159.37,953.2,12.94,0,4,5,87.92,330
01-06-2024,1920.88,220.02,341.04,8.96,0,5,6,88.67,638
02-06-2024,477.96,461.46,860.69,22.9,0,6,6,86.55,611
03-06-2024,555.8,211.35,1171.53,7.36,0,0,6,105.66,106
04-06-2024,724.39,172.41,829.2,2.54,0,1,6,99.97,117
05-06-2024,1152.9,472.49,1315.53,12.41,0,2,6,91.23,541
06-06-2024,1789.09,326.07,253.52,23.2,0,3,6,99.32,702
07-06-2024,1568.98,519.62,633.32,25.52,0,4,6,110.31,805
08-06-2024,1474.68,734.15,808.35,22,0,5,6,92.68,991
09-06-2024,515.33,163.24,705.26,16.74,0,6,6,121.19,119
10-06-2024,843.83,735.08,252.02,21.73,1,0,6,93.79,726
11-06-2024,1061.13,726.87,314.94,20.44,1,1,6,88.92,867
12-06-2024,465.37,671.82,1272.66,7.03,0,2,6,122.96,103
13-06-2024,692.17,523.46,778.14,16.52,0,3,6,116.48,178
14-06-2024,755,515.11,168.21,23.12,0,4,6,95.44,425
15-06-2024,429.1,529.41,123.09,9.51,0,5,6,117.86,7
16-06-2024,1190.43,567.87,762.87,19.62,0,6,6,103.35,772
17-06-2024,1469.05,62.36,330.13,14.44,0,0,6,95.6,401
18-06-2024,325.88,768.57,1087.18,15.09,0,1,6,117.78,287
19-06-2024,1066.02,489.2,1213.45,2.7,0,2,6,113.85,157
20-06-2024,1607.98,636.1,419.62,19.99,0,3,6,93.4,639
21-06-2024,1546.38,332.96,929.05,25.97,0,4,6,107.3,784
22-06-2024,1667.13,59.3,316.22,4.24,0,5,6,96.62,450
23-06-2024,1006.83,432.3,525.02,10.98,0,6,6,80.05,490
24-06-2024,1677,430.39,1344.31,1.46,1,0,6,123.28,621
25-06-2024,633.36,377.74,861.74,0.89,0,1,6,104.73,0
26-06-2024,849.46,304.79,1340.24,29.69,0,2,6,106.93,680
27-06-2024,517.44,237.37,415.35,14.8,1,3,6,107,433
28-06-2024,1041.47,445.66,562.03,10.67,0,4,6,104.78,251
29-06-2024,905.71,331.46,759.33,8.25,0,5,6,93.05,392
30-06-2024,633.67,777.45,772.11,29.4,0,6,6,123.72,511
01-07-2024,1553.21,179.7,1496.71,7.57,0,0,7,107.98,422
02-07-2024,764.92,289.75,260.22,21.77,0,1,7,110.19,306
03-07-2024,691.05,270.47,1292.75,8.51,0,2,7,100.47,244
04-07-2024,435.6,457.48,1309.15,2.11,0,3,7,92.95,83
05-07-2024,989.88,424.46,874.48,20.5,0,4,7,82.9,587
06-07-2024,745.34,532.81,581.65,0.05,0,5,7,95.76,50
07-07-2024,864.69,762.5,826.92,20.27,0,6,7,87.92,632
08-07-2024,624.8,263.92,509.45,7.51,0,0,7,109.79,38
09-07-2024,1573.68,569.58,1218.75,22.38,0,1,7,119.56,651
10-07-2024,1874.01,68.78,797.59,23.09,0,2,7,93.62,864
11-07-2024,1096.28,246.79,1396.18,21.72,0,3,7,94.98,651
12-07-2024,1357.4,397.79,971.77,0.73,0,4,7,110.17,183
13-07-2024,1760.91,73.25,820.05,21.11,0,5,7,86.72,890
14-07-2024,1997.89,513.25,1095.5,29.7,0,6,7,121.82,828
15-07-2024,1304.33,558.73,805.51,7.28,0,0,7,96.37,387
16-07-2024,1801.6,610.05,1366.31,8.23,0,1,7,84.55,754
17-07-2024,1835.49,437.43,358.22,24.41,0,2,7,87.86,864
18-07-2024,1624.61,502.96,1462.69,4.81,0,3,7,121.97,436
19-07-2024,1029.68,347.05,1237.07,19.82,0,4,7,91.12,550
20-07-2024,346.08,80.94,1305.03,22.65,0,5,7,109.8,473
21-07-2024,228.45,124.96,776.07,1.11,0,6,7,87.03,18
22-07-2024,1058.96,541.25,1272.08,16.61,0,0,7,88.73,573
23-07-2024,1089.77,796.67,529.48,17.28,0,1,7,119.57,322
24-07-2024,933.25,61.85,1166.73,9.1,0,2,7,86.66,344
25-07-2024,1222.7,468.19,296.63,26.29,0,3,7,80.84,758
26-07-2024,1193.89,613.26,529.87,4.88,0,4,7,102.56,224
27-07-2024,1705.9,670.08,724.03,10.93,0,5,7,118.82,528
28-07-2024,395.58,458.9,551.25,25.46,0,6,7,94.67,528
29-07-2024,605.32,514.94,641.82,5.72,0,0,7,85.77,228
30-07-2024,1627.41,572.54,1248.15,24.64,0,1,7,124.2,733
31-07-2024,1726.11,694.22,459.35,2.37,0,2,7,110.45,341
01-08-2024,1990.68,141.72,1143.39,14.68,0,3,8,118.28,544
02-08-2024,1771.24,744.64,203.2,2.26,0,4,8,113.85,163
03-08-2024,1801.82,69.51,1172.03,20.34,0,5,8,111.42,775
04-08-2024,765.83,677.15,1208.83,23.72,0,6,8,97.31,668
05-08-2024,922.99,107.56,662.38,25.5,0,0,8,94.6,441
06-08-2024,682.55,195.97,1111.47,29.44,0,1,8,112.26,523
07-08-2024,1291.34,52.92,1381.19,20.16,0,2,8,112.25,567
08-08-2024,1889.85,383.94,1221,23.07,0,3,8,122.78,660
09-08-2024,820.35,300.77,646.63,15.17,0,4,8,105.59,152
10-08-2024,1202.6,174.49,777.9,27.38,0,5,8,93.26,794
11-08-2024,733.34,388.32,1191.1,19.31,0,6,8,102.03,539
12-08-2024,505.64,351.78,509.63,26.51,0,0,8,107.62,268
13-08-2024,551.33,625.75,1225.44,7.06,1,1,8,99.2,443
14-08-2024,304.3,719.85,559.3,14.9,0,2,8,115.6,21
15-08-2024,1908.73,539.43,1228.39,21.89,0,3,8,106.31,789
16-08-2024,925.18,143.31,221.52,6.08,0,4,8,80.42,62
17-08-2024,1701.42,271.54,162.16,6.34,0,5,8,105.64,287
18-08-2024,1426.39,734.99,1496.75,29.34,0,6,8,108.51,983
19-08-2024,545.46,116.55,1317.24,13.04,0,0,8,121.19,40
20-08-2024,515.83,355.14,1335.99,5.45,0,1,8,98.62,170
21-08-2024,1661.58,756.88,1431.79,9.94,1,2,8,105.85,939
22-08-2024,676.48,763,713.64,11.92,0,3,8,101.37,256
23-08-2024,1843.91,358.4,501.57,18.69,0,4,8,103.92,522
24-08-2024,452.1,550.55,282.03,27.69,0,5,8,83.03,566
25-08-2024,1419.88,392.56,801.69,29.6,0,6,8,120.38,677
26-08-2024,1666.05,615.1,408.07,19.55,0,0,8,120.97,337
27-08-2024,623.46,73.69,1409.77,21,1,1,8,104.66,673
28-08-2024,697.17,158.12,105.6,9.65,0,2,8,105.04,0
29-08-2024,1936.13,510.65,300.48,25.71,0,3,8,82.59,966
30-08-2024,676.28,224.41,445.07,6.53,0,4,8,106.91,0
31-08-2024,973.92,549.54,378.54,3.19,0,5,8,99.31,186
01-09-2024,978.53,313.42,416.09,29.2,0,6,9,111.91,471
02-09-2024,655.46,714.98,1018.47,25.92,0,0,9,82.12,614
03-09-2024,1596.42,664.44,558.52,9.11,0,1,9,111.99,210
04-09-2024,1589.33,419.63,961.03,20.26,1,2,9,92.91,826
05-09-2024,880.97,629.67,1346.36,14.01,1,3,9,109.33,556
06-09-2024,1703.23,253.35,943.58,9.69,0,4,9,108.22,342
07-09-2024,583.53,420.69,1072.35,8.6,0,5,9,90.21,168
08-09-2024,207.75,198.11,611.7,4.08,0,6,9,99.82,0
09-09-2024,1228.1,695.66,323.63,16.48,0,0,9,117.6,188
10-09-2024,1989.34,667.3,548.82,13.4,0,1,9,107.25,480
11-09-2024,269.56,726.61,1450,15.37,0,2,9,83.09,353
12-09-2024,574.4,708.11,970.54,6.46,0,3,9,99.93,75
13-09-2024,1134.05,769.7,488.52,28.16,0,4,9,94.03,693
14-09-2024,1657.89,221.25,731.28,19.16,1,5,9,108.87,871
15-09-2024,360.28,748.87,1269.72,26.99,0,6,9,107.66,497
16-09-2024,911.42,478.41,1035.82,3.28,1,0,9,80.47,523
17-09-2024,1544.74,366.87,884.91,18.69,0,1,9,107.35,471
18-09-2024,868.78,470.28,1339.23,25.48,0,2,9,113.07,428
19-09-2024,539.91,306.95,1041.42,9.93,0,3,9,114.59,0
20-09-2024,551.89,266.41,999.82,5.85,0,4,9,82.65,179
21-09-2024,938.09,230.99,365.68,7.95,0,5,9,93.66,141
22-09-2024,1062.95,111.82,248.94,8.19,1,6,9,98.96,342
23-09-2024,1751.27,422.42,1451.2,13.42,0,0,9,88.09,707
24-09-2024,1356.05,715.82,938.4,9.78,0,1,9,98.93,395
25-09-2024,1442.72,522.61,681.96,8.14,0,2,9,83.2,296
26-09-2024,1969.38,440.73,924.63,19.46,0,3,9,85.09,789
27-09-2024,941.32,371.44,186.54,1.59,0,4,9,110.09,0
28-09-2024,926.04,398.3,1250.98,10.21,0,5,9,91.82,464
29-09-2024,1862.02,206.96,403.3,20.69,0,6,9,112.01,669
30-09-2024,642.58,667.2,1226.36,5.28,0,0,9,82.16,335
01-10-2024,1513.67,198.79,848.13,6.63,0,1,10,105.32,288
02-10-2024,1558.23,587.47,487.2,6.02,0,2,10,97.62,409
03-10-2024,376.02,619.99,142.29,0.03,0,3,10,115.86,0
04-10-2024,1042.82,481.15,1242.17,14.21,0,4,10,115.28,281
05-10-2024,561.01,697.19,347.04,1.17,0,5,10,96.9,26
06-10-2024,533.68,268.29,172.53,8.19,0,6,10,108.02,0
07-10-2024,1034.89,711.21,1158.23,29.84,0,0,10,90.24,755
08-10-2024,720.97,597.06,590.06,27.55,0,1,10,106.12,321
09-10-2024,1632.91,649.06,645.07,6.45,0,2,10,83.66,451
10-10-2024,1833.69,548.43,445.89,9.3,0,3,10,99.56,332
11-10-2024,1644.9,684.76,1302.85,13.91,0,4,10,88.22,648
12-10-2024,678.86,794.82,516.26,25.33,0,5,10,119.75,361
13-10-2024,693.44,365.12,394.27,24.08,0,6,10,100.02,346
14-10-2024,658.51,660.44,532.95,3.79,0,0,10,106.58,0
15-10-2024,443.07,608.43,384.41,3.73,0,1,10,96.22,0
16-10-2024,1898.84,389.65,544.72,12.5,0,2,10,92.99,421
17-10-2024,923.69,745.21,216.11,26.1,0,3,10,89.13,406
18-10-2024,604.44,345.82,321.94,26.46,0,4,10,121.03,116
19-10-2024,1724.01,474.1,683.87,3.22,0,5,10,115.98,271
20-10-2024,918.55,129.46,1331.25,17.23,0,6,10,86,618
21-10-2024,263.21,219.33,180.21,4.67,0,0,10,113.6,0
22-10-2024,491.49,680.52,397.74,20.58,0,1,10,98.83,245
23-10-2024,1350.65,347.41,1371.68,27.49,0,2,10,80.69,883
24-10-2024,1609.23,345.56,1346.02,13.64,0,3,10,103.78,522
25-10-2024,579.68,234.49,1051.23,2.49,0,4,10,85.85,102
26-10-2024,1851.31,418.71,436.66,17.38,0,5,10,89.45,724
27-10-2024,1731.79,654.36,687.73,12.26,0,6,10,111.32,511
28-10-2024,1727.09,721.37,395.71,24.33,0,0,10,91.57,752
29-10-2024,609.79,102.59,280.02,10.21,1,1,10,120.13,0
30-10-2024,290.96,481.12,632,26.25,0,2,10,109.57,152
31-10-2024,1761.36,400.46,906.15,8.21,0,3,10,117.45,259
01-11-2024,750.44,510.71,603.91,4.73,0,4,11,107.68,8
02-11-2024,1314.05,385.46,955.15,9.19,0,5,11,119.1,365
03-11-2024,1567.94,348.98,514.76,1.05,1,6,11,96.28,465
04-11-2024,430.93,403.91,584.19,8.44,0,0,11,104.71,0
05-11-2024,1605.51,486.5,1206.94,19.8,0,1,11,103.22,568
06-11-2024,1889.32,425.74,1329.64,4.27,0,2,11,120.67,269
07-11-2024,1511.07,404.11,550.85,3.34,0,3,11,87.42,246
08-11-2024,994.2,663.38,900.12,3.97,0,4,11,106.01,91
09-11-2024,1778.02,609.24,489.43,2.33,0,5,11,113.95,183
10-11-2024,1149.42,306.03,174.67,26.24,0,6,11,96.65,543
11-11-2024,1540.59,650.43,1133,28.32,0,0,11,119.04,706
12-11-2024,1676.91,690.24,339.4,1.4,0,1,11,96.79,271
13-11-2024,1548.84,165.12,696,22.8,0,2,11,87.8,583
14-11-2024,718.14,487.01,781.86,22.11,0,3,11,106.28,290
15-11-2024,412.12,263.98,358.26,29.91,0,4,11,98.93,258
16-11-2024,629.01,604.38,232.38,10.44,0,5,11,80.68,338
17-11-2024,1105.17,229.09,587.22,8.57,0,6,11,83.14,192
18-11-2024,1109.5,553.55,1433.2,13.59,1,0,11,88.79,762
19-11-2024,1248.76,241.34,961.19,25.7,0,1,11,114.62,453
20-11-2024,911.18,433.36,633.97,21.86,0,2,11,120.14,147
21-11-2024,1616.4,761.48,154.48,14.15,0,3,11,104.55,328
22-11-2024,1843.68,335.98,940.38,7.34,0,4,11,84.75,516
23-11-2024,644.11,706.8,229.16,21.81,0,5,11,104.05,272
24-11-2024,1525.74,790.21,859.56,25.64,0,6,11,118.5,698
25-11-2024,1420.35,706.14,1152.73,12,0,0,11,113.73,425
26-11-2024,1141.56,174.4,693.02,20.06,0,1,11,93.1,386
27-11-2024,539.35,664.74,519.18,12.01,0,2,11,85.58,151
28-11-2024,1631.42,74.11,166.34,14.35,0,3,11,120.53,108
29-11-2024,1929.13,344.98,134.69,15.75,0,4,11,118.43,288
30-11-2024,1499.31,703.05,702.04,23.27,0,5,11,82.42,750
01-12-2024,1852.15,566.56,1336.68,29.33,0,6,12,117.07,995
02-12-2024,1971.53,449.56,441.69,13.33,0,0,12,84.37,594
03-12-2024,833.69,340.9,903.68,10.27,0,1,12,82.85,385
04-12-2024,1348.8,659.22,1058.03,11.21,0,2,12,114.14,391
05-12-2024,1053.08,582.17,185.16,4.02,0,3,12,104.13,69
06-12-2024,1975.93,401.3,314.34,8.91,0,4,12,98.65,348
07-12-2024,368.85,719.36,563.79,2.59,0,5,12,120.67,0
08-12-2024,942.27,222.46,1038.13,12.84,0,6,12,117.77,199
09-12-2024,1775.97,177.79,714.65,5.02,0,0,12,82.59,395
10-12-2024,711.29,532.1,1127.87,10.39,0,1,12,107.72,259
11-12-2024,1618.03,779,1314.64,23.81,1,2,12,114.75,1102
12-12-2024,889.01,235.44,1161.72,7.38,0,3,12,104.77,101
13-12-2024,1963.96,237.25,1489.15,18.36,0,4,12,124.24,595
14-12-2024,1790.35,154.62,1156.11,27.04,0,5,12,110.87,836
15-12-2024,742.38,695.42,1293.05,17.01,0,6,12,84.69,688
16-12-2024,1586.35,219.8,1265.31,5.81,0,0,12,88.92,379
17-12-2024,806.34,427.38,1122.37,10.34,0,1,12,117.18,43
18-12-2024,1291.45,793.15,1222.52,17.71,0,2,12,124.85,471
19-12-2024,1385.27,59.11,1408.56,15.2,0,3,12,84.43,511
20-12-2024,1693.27,467.36,765.29,4.46,1,4,12,84.51,705
21-12-2024,244.01,434.22,993.6,13.4,0,5,12,114.35,130
22-12-2024,596.28,655.59,820.92,16.29,0,6,12,82.9,523
23-12-2024,1481.45,316.46,1291.45,8.02,0,0,12,83.09,540
24-12-2024,1214.34,357.76,703.9,18.37,1,1,12,120,534
25-12-2024,1092.09,175.95,1247.62,2.1,0,2,12,116.02,106
26-12-2024,299.38,605.61,1219.1,10.1,0,3,12,119.67,27
27-12-2024,826.9,638.53,1446.64,24.13,0,4,12,109.27,515
28-12-2024,1757.18,152.5,448.49,7.78,0,5,12,94.51,444
29-12-2024,255.61,345.09,1093.47,18.16,0,6,12,120.78,192
30-12-2024,913.59,719.68,1159.69,12.3,0,0,12,93.44,521
31-12-2024,1901.27,52.03,1410.79,9.49,0,1,12,92.4,657
01-01-2025,291.59,274.07,1369.66,27.48,0,2,1,119.89,410
02-01-2025,1549.47,466.28,902.94,10.3,0,3,1,110.64,375
03-01-2025,663.7,300.57,910.81,7.1,0,4,1,120.31,0
04-01-2025,1759.9,254.03,334.21,27.28,0,5,1,87.02,876
05-01-2025,1542.92,395.03,1464.95,22.38,0,6,1,122.85,751
06-01-2025,1794.27,186.14,457.02,20.45,0,0,1,107.57,482
07-01-2025,588.66,447.22,1114.63,1.49,0,1,1,110.06,78
08-01-2025,1156.33,580.02,1214.11,3.94,0,2,1,121.13,240
09-01-2025,1602.69,481.47,717.7,19.15,0,3,1,97.13,623
10-01-2025,642.26,119.83,395.67,6.28,0,4,1,112.38,0
11-01-2025,615.34,683.31,364.54,6.77,0,5,1,108.82,120
12-01-2025,248.93,181.23,1299.09,23.37,0,6,1,115.45,405
13-01-2025,1925.33,623.61,815.06,8.58,0,0,1,120.36,357
14-01-2025,1478.03,320.42,226.19,2.15,0,1,1,110.6,57
15-01-2025,1344.01,637.07,1103.83,1.09,0,2,1,83.04,446
16-01-2025,1539.19,204.7,450.24,13.3,0,3,1,88.24,504
17-01-2025,1156.9,190,1326.95,18.51,0,4,1,122.93,361
18-01-2025,1057.04,422.77,533.4,26.07,0,5,1,123.59,337
19-01-2025,1009.16,74.7,380.38,3.32,0,6,1,123.53,0
20-01-2025,1352.79,218.97,218.8,5.9,0,0,1,81.66,275
21-01-2025,562.76,593.01,816.14,15.89,0,1,1,97.21,314
22-01-2025,1798.51,678.04,731.03,10.92,0,2,1,114.19,562
23-01-2025,1661.15,110.59,1151.84,14.48,0,3,1,113.88,517
24-01-2025,829.21,711.56,750.44,27.72,0,4,1,83.87,708
25-01-2025,1241.5,648.14,581.34,16.35,0,5,1,107.43,517
26-01-2025,453.85,702.26,466.32,12.45,0,6,1,86.43,405
27-01-2025,1950.22,573.82,489.41,29.68,1,0,1,102.19,1113
28-01-2025,1825.21,555.61,1398.99,1.96,0,1,1,90.79,597
29-01-2025,1859.42,443.82,331.11,27.96,0,2,1,82.39,827
30-01-2025,797.89,539.59,1483.45,15.05,0,3,1,83.6,677
31-01-2025,504.44,739.33,557.69,15.11,0,4,1,120.99,104
01-02-2025,581.19,125.39,223.75,27.66,0,5,2,113.51,321
02-02-2025,362,286.82,448.17,15.22,0,6,2,121.93,83
03-02-2025,416.2,104.34,181.78,13.15,0,0,2,101.15,40
04-02-2025,328.35,758.6,1206.04,8.17,0,1,2,98.6,244
05-02-2025,1981.68,383.95,817.57,19.76,0,2,2,96.13,797
06-02-2025,333.3,556.51,571.78,17.09,0,3,2,107.73,143
07-02-2025,438.58,680.84,1026.87,6.43,0,4,2,95.82,244
08-02-2025,1689.06,793.25,982.91,21.28,0,5,2,113.58,844
09-02-2025,1244.43,171.34,1415.82,19.32,0,6,2,116.06,636
10-02-2025,1593.95,649.63,1445.76,11.92,0,0,2,119.41,518
11-02-2025,1335.64,715.57,1052.96,0.13,0,1,2,90.93,431
12-02-2025,1787.92,86.66,1244.94,13.4,0,2,2,103.72,631
13-02-2025,1349.24,615.57,1209.4,0.18,0,3,2,90.06,437
